full_name,Semi-Major Axis (AU),Eccentricity,Inclination (deg),Perihelion Dist. (AU),Aphelion Dist. (AU),Period (Years),Diamter (km),Rotational Period (h)
   272 Antonia,2.777000333,0.0275220641,4.44034834,2.700571552,2.853429114,4.627773555,25.35,3.8548
   273 Atropos,2.396742238,0.1593342958,20.4369799,2.014859001,2.778625475,3.710566306,29.27,23.924
   274 Philagoria,3.0408542,0.1232314,3.68256,2.6661255,3.4155829,5.302755446,26.57,17.96
   275 Sapientia,2.77156336,0.1626920628,4.763282469,2.320652,3.22247472,4.614189422,103,14.766
   276 Adelheid,3.118112485,0.06948824013,21.61530189,2.901440336,3.334784634,5.506122503,121.6,6.315
   277 Elvira,2.8855095,0.0881761,1.16306,2.6310765,3.1399425,4.901646351,27.19,29.69
   278 Paulina,2.7543925,0.1332599,7.82131,2.3873424,3.1214426,4.571376191,35.01,6.497
   279 Thule,4.281497013,0.008489915036,2.337493282,4.245147467,4.317846559,8.859346143,126.59,15.962
   280 Philia,2.944146655,0.1067896534,7.443451775,2.629742254,3.258551056,5.051814109,45.69,70.26
   281 Lucretia,2.187730362,0.132131,5.303084525,1.898663361,2.476797362,3.235928324,11.76,4.348
   282 Clorinde,2.338875516,0.08069664896,9.02965834,2.1501361,2.527614933,3.576999371,39.03,6.42
   283 Emma,3.047489618,0.1487038495,7.992638805,2.594316181,3.500663056,5.320121546,148.06,6.896
   284 Amalia,2.357910302,0.2226983207,8.063652423,1.832807637,2.883012967,3.620754859,52.95,8.545
   285 Regina,3.084622622,0.2074492481,17.61770215,2.444719978,3.724525265,5.417653949,45.13,9.542
   286 Iclea,3.194450013,0.02968399382,17.90042787,3.099625979,3.289274047,5.709556136,94.3,15.365
   287 Nephthys,2.353581333,0.02291732921,10.0274236,2.299643535,2.407519132,3.610788234,67.6,7.605
   288 Glauke,2.762914223,0.2045779644,4.334176732,2.197682856,3.328145591,4.592607232,32.21,1200
   289 Nenetta,2.873782993,0.205131175,6.694971278,2.284280511,3.463285475,4.87179671,33.73,6.902
   291 Alice,2.2224156,0.0920319,1.85443,2.0178825,2.4269487,3.313188223,14.97,4.313
   292 Ludovica,2.5306477,0.0329102,14.90513,2.4473636,2.6139318,4.025832787,32.5,8.93
   293 Brasilia,2.8591497,0.1072462,15.59149,2.5525168,3.1657826,4.834633473,55.11,8.17
   294 Felicia,3.145387115,0.2406233428,6.29160317,2.388533553,3.902240677,5.57852466,52.97,10.4227
   295 Theresia,2.7962825,0.1727007,2.70867,2.3133626,3.2792024,4.676056659,27.72,10.73
   297 Caecilia,3.164693857,0.1431631481,7.551998085,2.711626321,3.617761392,5.629965821,39.48,4.163
   299 Thora,2.433849345,0.06271424801,1.60382726,2.281212314,2.586486376,3.797071195,17.06,
   300 Geraldina,3.20591556,0.05652748552,0.7324137353,3.024693215,3.387137905,5.740322882,80.18,6.8423
   301 Bavaria,2.725686782,0.06565328798,4.893340779,2.546736483,2.904637082,4.500099584,54.32,12.253
   302 Clarissa,2.405891341,0.1108322162,3.4123963,2.139241072,2.672541611,3.731833131,38.53,14.381
   303 Josephina,3.121887586,0.06292074766,6.87361997,2.925456085,3.318319087,5.516124929,99.29,12.497
   304 Olga,2.404552951,0.2212467681,15.83945448,1.872553382,2.93655252,3.728719552,67.86,18.36
   305 Gordonia,3.093727505,0.1922844063,4.441385226,2.498851949,3.688603062,5.441658583,49.17,16.2
   306 Unitas,2.3597319,0.1499657,7.27038,2.0058531,2.7136107,3.624951415,46.7,8.736
   307 Nike,2.9073538,0.1412931,6.12972,2.4965648,3.3181428,4.957412124,54.96,7.902
   308 Polyxo,2.750703363,0.03873146229,4.359535085,2.644164599,2.857242126,4.562194954,140.69,12.032
   309 Fraternitas,2.664565564,0.1156399506,3.719962936,2.356435334,2.972695794,4.349584963,45.32,13.2
   310 Margarita,2.7635479,0.1149813,3.17495,2.4457916,3.0813042,4.594187293,32.75,12.07
   311 Claudia,2.896425333,0.002759772867,3.227512036,2.888431857,2.904418809,4.929486803,24.05,7.532
   312 Pierretta,2.784616384,0.1594058006,9.021716098,2.34073238,3.228500389,4.646824425,49.96,10.282
   313 Chaldaea,2.375245517,0.1815440208,11.65189819,1.944033895,2.806457138,3.660757517,96.34,8.392
   314 Rosalia,3.154269583,0.1775236399,12.55775658,2.594312165,3.714227,5.602171686,59.65,20.43
   316 Goberta,3.177273172,0.1371489676,2.338851058,2.741513437,3.613032907,5.663566912,47.92,8.605
   317 Roxane,2.2866962,0.0847493,1.76409,2.0929003,2.4804921,3.457967652,18.67,8.169
   318 Magdalena,3.1940921,0.0846859,10.63929,2.9235975,3.4645867,5.708596452,85,59.5
   319 Leona,3.402838466,0.2185583413,10.56758532,2.659119735,4.146557197,6.277261233,68.16,9.6
   321 Florentina,2.885580616,0.04389258281,2.586691473,2.75892503,3.012236202,4.901827458,27.23,2.871
   322 Phaeo,2.781991133,0.2461452421,8.054777277,2.097217252,3.466765013,4.640254647,70.84,17.5845
   323 Brucia,2.3826267,0.300884,24.23231,1.6657324,3.099521,3.677834757,35.82,9.46
   324 Bamberga,2.685372562,0.3366923525,11.10176997,1.781228157,3.589516967,4.400631701,229.44,29.43
   325 Heidelberga,3.211250791,0.1601149376,8.5545306,2.697081571,3.725420011,5.754658265,75.72,6.737
   326 Tamara,2.316969505,0.1907535811,23.73021997,1.874999275,2.758939735,3.526863723,93,14.445
   327 Columbia,2.7762815,0.0634134,7.14853,2.6002281,2.9523349,4.625976943,26.1,5.932
   328 Gudrun,3.11057651,0.1064312003,16.11568155,2.779514118,3.441638901,5.486173453,122.92,10.992
   329 Svea,2.476717943,0.02499217835,15.88016557,2.414819366,2.538616519,3.897831203,77.8,15.201
   331 Etheridgea,3.024175357,0.10088763,6.054380925,2.719073473,3.329277242,5.259187537,74.92,
   332 Siri,2.773448934,0.09043384237,2.847165415,2.52263529,3.024262578,4.618898971,40.37,8.0074
   333 Badenia (1892 A),3.130940103,0.1614895353,3.772596196,2.625326041,3.636554166,5.54013492,78.17,8.192
   334 Chicago (1892 L),3.895183445,0.02184832557,4.640793051,3.810080209,3.980286681,7.687764585,158.55,7.361
   335 Roberta (1892 C),2.474322478,0.1735470514,5.094656692,2.044911108,2.903733849,3.892177638,89.07,12.054
   336 Lacadiera (1892 D),2.251720364,0.09607629009,5.652409776,2.035383425,2.468057303,3.378935375,69.31,13.7
   337 Devosa (1892 E),2.383637941,0.136841726,7.851512522,2.057456811,2.709819071,3.680176406,59.11,4.653
   338 Budrosa (1892 F),2.914304326,0.02288411157,6.048277556,2.847613061,2.980995592,4.975200114,63.11,4.6084
   339 Dorothea (1892 G),3.0124921,0.0944777,9.92998,2.7278788,3.2971054,5.228740326,38.25,5.974
   340 Eduarda (1892 H),2.746591334,0.1152577622,4.678073779,2.430025363,3.063157305,4.551968735,30.24,8.0062
   341 California (1892 J),2.199297823,0.1936127163,5.668016295,1.773485797,2.625109849,3.261626814,14.67,8.74
   342 Endymion (1892 K),2.56823839,0.1282496734,7.349398971,2.238862655,2.897614124,4.115865767,60.63,6.319
   343 Ostara (1892 N),2.41153106,0.2295857579,3.265874219,1.857877874,2.965184247,3.744962664,19.1,109.87
   344 Desiderata (1892 M),2.595133772,0.3154989878,18.35279544,1.776371694,3.41389585,4.180688661,132.27,10.747
   345 Tercidina (1892 O),2.325071242,0.0612857742,9.74995536,2.182577451,2.467565033,3.545378438,94.12,12.371
   346 Hermentaria (1892 P),2.796680698,0.09942460526,8.758719778,2.518621823,3.074739572,4.677055567,106.52,28.43
   347 Pariana (1892 Q),2.611881924,0.1662315647,11.68080891,2.177704705,3.046059143,4.221225102,51.36,4.0529
   348 May (1892 R),2.9709836,0.0673244,9.74538,2.7709639,3.1710033,5.121044758,82.82,7.3812
   349 Dembowska (1892 T),2.926378826,0.09103964144,8.24633557,2.659962347,3.192795305,5.006151875,139.77,4.701
   350 Ornamenta (1892 U),3.109255223,0.1579918213,24.91070051,2.618018327,3.600492119,5.482678262,118.35,9.178
   351 Yrsa (1892 V),2.766099101,0.1526778964,9.196493162,2.343776909,3.188421293,4.600550535,39.59,13.29
   352 Gisela (1893 B),2.194104317,0.1497947805,3.381309614,1.865438943,2.522769691,3.250080441,20.27,7.49
   354 Eleonora (1893 A),2.797123886,0.1151389472,18.39718138,2.475065987,3.119181786,4.678167368,155.17,4.277
   355 Gabriella (1893 E),2.5369401,0.106602,4.28233,2.2664972,2.807383,4.040857338,22.79,4.83
   356 Liguria (1893 G),2.758262247,0.2378072486,8.224269544,2.102327491,3.414197003,4.581013115,131.31,31.82
   357 Ninina (1893 J),3.150959571,0.07365240076,15.08418646,2.918883834,3.383035308,5.593355832,106.1,35.98
   358 Apollonia (1893 K),2.876564072,0.151100981,3.548728856,2.441912418,3.311215725,4.878870378,89.45,50.6
   359 Georgia (1893 M),2.730756814,0.1541192978,6.763344765,2.309894491,3.151619136,4.512661328,43.89,5.537
   360 Carlova (1893 N),3.001318267,0.1789495359,11.69694451,2.464233756,3.538402778,5.199675959,115.76,6.183
   361 Bononia (1893 P),3.96264158,0.2144363245,12.62311715,3.112907284,4.812375876,7.888335814,141.72,13.83
   362 Havnia (1893 R),2.578293266,0.04369723651,8.06945319,2.465628975,2.690957556,4.140060367,98,16.92
   363 Padua (1893 S),2.748003637,0.07058924377,5.944199399,2.554024139,2.941983136,4.555480134,97,8.401
   364 Isara (1893 T),2.220954781,0.149093429,6.004726455,1.889825017,2.552084545,3.309922131,27.99,9.156
   365 Corduba (1893 V),2.802220701,0.1555493422,12.77877629,2.366337114,3.238104287,4.690959763,105.92,6.354
   366 Vincentina (1893 W),3.143909988,0.05467148697,10.55232078,2.972027754,3.315792222,5.574595469,93.75,12.7365
   367 Amicitia (1893 AA),2.219267317,0.09560455601,2.942233561,2.00709525,2.431439383,3.306150568,19.13,5.05
   368 Haidea (1893 AB),3.071696006,0.2005223201,7.792086836,2.455752396,3.687639616,5.383634305,69.61,9.823
   369 Aeria (1893 AE),2.648693344,0.09814825569,12.70851377,2.388728713,2.908657976,4.310778644,60,4.778
   371 Bohemia (1893 AD),2.725726117,0.06355295343,7.396828817,2.552498172,2.898954062,4.500196996,54.64,10.7391
   372 Palma (1893 AH),3.148148713,0.2605829802,23.83186936,2.32779474,3.968502687,5.585873053,188.62,8.567
   373 Melusina (1893 AJ),3.117828258,0.1429791618,15.42907645,2.672043787,3.563612729,5.505369667,95.77,12.97
   374 Burgundia (1893 AK),2.779954513,0.08114646008,8.985317531,2.554371045,3.005537981,4.635160074,44.67,6.972
   375 Ursula (1893 AL),3.12487908,0.1061200524,15.94153008,2.793266748,3.456491411,5.524055422,216,16.83
   376 Geometria (1893 AM),2.288038523,0.1723238054,5.434680829,1.893755018,2.682322028,3.461012762,34.91,7.74
   377 Campania (1893 AN),2.690513173,0.0774399808,6.679711286,2.482159884,2.898866461,4.413273946,91.05,11.664
   378 Holmia (1893 AP),2.7767013,0.1273755,7.00247,2.4230176,3.130385,4.627025858,26.74,4.45
   379 Huenna (1894 AQ),3.137257555,0.1866276413,1.669361402,2.551758577,3.722756532,5.556911279,92.33,14.14
   380 Fiducia (1894 AR),2.67721016,0.115144573,6.158738239,2.36894394,2.985476381,4.380582855,73.19,13.69
   381 Myrrha (1894 AS),3.224246932,0.09325361803,12.52598448,2.92357424,3.524919624,5.789627803,120.58,6.572
   382 Dodona (1894 AT),3.1163323,0.1750913,7.40035,2.5706896,3.661975,5.501407819,58.37,4.113
   383 Janina (1894 AU),3.144164485,0.1635522853,2.653099418,2.629929198,3.658399772,5.57527237,45.52,6.4
   384 Burdigala (1894 AV),2.651212821,0.1480328104,5.59031563,2.258746336,3.043679306,4.316930822,36.93,21.1
   385 Ilmatar (1894 AX),2.852569897,0.123413256,13.54203903,2.500524958,3.204614836,4.817953947,91.53,62.35
   386 Siegena (1894 AY),2.896003286,0.1714595262,20.25643645,2.399455935,3.392550638,4.928409406,165.01,9.763
   387 Aquitania (1894 AZ),2.739579646,0.236972163,18.1316938,2.090375532,3.388783761,4.534548995,100.51,24.144
   388 Charybdis (1894 BA),3.006108612,0.06368505393,6.442767964,2.814664423,3.197552801,5.212129577,114.17,9.516
   389 Industria (1894 BB),2.608480921,0.06714534634,8.123409185,2.433333567,2.783628276,4.212982927,79.23,8.53
   390 Alma (1894 BC),2.6502832,0.1326623,12.16624,2.2986905,3.0018759,4.314660666,23.74,3.74
   392 Wilhelmina (1894 BF),2.883317173,0.1416386472,14.32236355,2.474928029,3.291706317,4.896061115,62.88,17.96
   393 Lampetia (1894 BG),2.777648479,0.3317003803,14.87927382,1.856301422,3.698995536,4.629393819,96.89,38.7
   394 Arduina (1894 BH),2.762799794,0.227362883,6.219457183,2.134641668,3.39095792,4.592321924,31.32,16.5
   395 Delia (1894 BK),2.784629752,0.08631790104,3.350789907,2.544266357,3.024993148,4.646857887,50.98,19.71
   396 Aeolia (1894 BL),2.74619994,0.1577069741,2.551568202,2.313105058,3.179294823,4.550995775,34.09,22.2
   397 Vienna (1894 BM),2.636611992,0.2454738243,12.83162578,1.989392763,3.28383122,4.281318492,43.34,15.48
   398 Admete (1894 BN),2.737565109,0.2243500247,9.528718461,2.123392309,3.351737909,4.529548225,46.98,
   399 Persephone (1895 BP),3.052524199,0.0727496191,13.11109592,2.830454226,3.274594172,5.333310585,49.13,9.136
   400 Ducrosa (1895 BU),3.127934103,0.1157084904,10.53329365,2.76600557,3.489862636,5.532158251,33.66,6.87
   401 Ottilia (1895 BT),3.344501509,0.0381792191,5.970506044,3.216811054,3.472191965,6.116532627,99.12,6.049
   402 Chloe (1895 BW),2.559369052,0.111162864,11.82501702,2.274862258,2.843875846,4.094563149,54.21,10.664
   403 Cyane (1895 BX),2.81100473,0.09619654962,9.1483888,2.540595774,3.081413686,4.713033935,49.49,12.283
   404 Arsinoe (1895 BY),2.592967946,0.1995886841,14.11233559,2.075440886,3.110495006,4.175456123,97.71,8.887
   405 Thia (1895 BZ),2.584272066,0.243747455,11.95026934,1.954362327,3.214181804,4.15446928,124.9,10.08
   406 Erna (1895 CB),2.91420497,0.1825690957,4.193520291,2.382161204,3.446248736,4.974945689,49.19,8.789
   407 Arachne (1895 CC),2.625372937,0.06936674342,7.526856898,2.443259366,2.807486507,4.253972796,95.07,22.62
   408 Fama (1895 CD),3.168032638,0.1394427473,9.107133647,2.726273463,3.609791812,5.638877668,40.81,202.1
   409 Aspasia (1895 CE),2.575567951,0.07270204757,11.26158383,2.388318888,2.762817015,4.133497896,161.61,9.022
   410 Chloris (1896 CH),2.725258703,0.240590441,10.96263895,2.06958751,3.380929896,4.499039489,123.57,32.5
   411 Xanthe (1896 CJ),2.933724032,0.1169615995,15.34409769,2.590590977,3.276857087,5.025011846,76.53,11.344
   412 Elisabetha (1896 CK),2.762757614,0.04354037491,13.77684978,2.642466112,2.883049116,4.592216757,90.96,19.635
   413 Edburga (1896 CL),2.582227031,0.3439949721,18.7218011,1.693953915,3.470500146,4.149538867,31.95,15.773
   414 Liriope (1896 CN),3.5139252,0.0716292,9.54808,3.2622255,3.7656249,6.587141111,69.89,7.353
   415 Palatia (1896 CO),2.791449638,0.3014293703,8.171188594,1.950024731,3.632874545,4.663939387,76.34,20.73
   416 Vaticana (1896 CS),2.791336801,0.2190674691,12.85921983,2.179845712,3.402827889,4.663656598,85.47,5.372
   417 Suevia (1896 CT),2.799560053,0.1344505645,6.648269627,2.423157623,3.175962482,4.684280401,40.69,7.034
   418 Alemannia (1896 CV),2.593109339,0.1176491633,6.819723341,2.288032195,2.898186483,4.175797656,34.1,4.671
   419 Aurelia (1896 CW),2.595848895,0.2526733839,3.925489261,1.93994697,3.251750819,4.182416843,129.01,16.784
   420 Bertholda (1896 CY),3.412589059,0.03148552761,6.690240837,3.305141892,3.520036226,6.304261124,141.25,11.04
   423 Diotima (1896 DB),3.06825515,0.0387475127,11.23165549,2.949367895,3.187142406,5.37459087,208.77,4.775
   424 Gratia (1896 DF),2.773281985,0.1088258953,8.210068934,2.47147709,3.07508688,4.618481921,87.2,19.47
   425 Cornelia (1896 DC),2.884348142,0.06184163089,4.050773074,2.705975349,3.062720935,4.898687328,63.85,17.56
   426 Hippo (1897 DH),2.888756973,0.1032260934,19.47828562,2.590561876,3.18695207,4.909923351,127.1,34.3
   427 Galene (1897 DJ),2.969892048,0.1205178777,5.124517824,2.611966962,3.327817135,5.118222924,29.98,3.705
   428 Monachia (1897 DK),2.307726,0.1783485,6.19844,1.8961465,2.7193055,3.505779271,17.65,3.63384
   429 Lotis (1897 DL),2.607034114,0.1235521631,9.534623614,2.28492941,2.929138818,4.209478284,69.62,13.577
   430 Hybris (1897 DM),2.844337253,0.2561517425,14.60127725,2.115755309,3.572919196,4.797111757,33.33,7.205
   431 Nephele (1897 DN),3.135566669,0.1717732742,1.827607776,2.596960116,3.674173222,5.552419377,95.03,18.821
   432 Pythia (1897 DO),2.368616046,0.1470732364,12.12963788,2.020256018,2.716976074,3.645442083,46.9,8.252
   433 Eros (1898 DQ),1.457837276,0.2226677322,10.82872663,1.133223956,1.782450596,1.760239564,16.84,5.27
   435 Ella (1898 DS),2.450001639,0.1540859354,1.816324783,2.072490844,2.827512433,3.834932856,41.49,4.623
   436 Patricia (1898 DT),3.201280601,0.06353802963,18.47972037,2.997877539,3.404683662,5.727878757,59.53,16.133
   437 Rhodia (1898 DP),2.38617148,0.2470426902,7.355611924,1.796685259,2.975657702,3.686045385,13.12,56
   438 Zeuxo (1898 DU),2.554696,0.067988,7.38016,2.3810073,2.7283847,4.083354062,61.14,8.831
   439 Ohio (1898 EB),3.134280809,0.06259121472,19.14908433,2.938102366,3.330459252,5.549004252,76.57,19.2
   441 Bathilde (1898 ED),2.806576187,0.07893157832,8.147969642,2.585048699,3.028103675,4.701900737,70.32,10.446
   442 Eichsfeldia (1899 EE),2.3463714,0.0707678,6.0652,2.1803239,2.5124189,3.594209027,66.73,11.871
   443 Photographica (1899 EF),2.215037633,0.04085469148,4.23428195,2.124542954,2.305532312,3.296703324,26.68,19.795
   444 Gyptis (1899 EL),2.770168842,0.1752390234,10.27575622,2.28472716,3.255610525,4.610707402,163.08,6.214
   445 Edna (1899 EX),3.198078995,0.1917817268,21.3759704,2.584745883,3.811412107,5.719288214,87.17,19.97
   446 Aeternitas (1899 ER),2.785636829,0.1270603405,10.62805313,2.431692865,3.139580793,4.649378957,45.4,15.7413
   447 Valentine (1899 ES),2.984819385,0.04051174641,4.80124373,2.863899139,3.105739631,5.156859358,79.22,9.651
   448 Natalie (1899 ET),3.132567476,0.1868952473,12.72809292,2.547105503,3.718029449,5.544454885,47.76,8.0646
   449 Hamburga (1899 EU),2.550934302,0.1732420245,3.085627157,2.109005279,2.992863325,4.074338548,85.59,18.263
   450 Brigitta (1899 EV),3.017472,0.0992914,10.15276,2.717863,3.317081,5.241711012,33.32,10.75
   451 Patientia (1899 EY),3.060069189,0.07654634518,15.24085188,2.825832077,3.294306302,5.353096489,224.96,9.727
   453 Tea (1900 FA),2.182961104,0.1089024125,5.550746796,1.945231374,2.420690835,3.225352596,20.93,6.812
   454 Mathesis (1900 FC),2.626957858,0.1111470071,6.296312767,2.334979354,2.918936362,4.257825524,81.57,8.378
   455 Bruchsalia (1900 FG),2.657039112,0.2934049407,12.01820176,1.877450709,3.436627515,4.331168933,84.41,11.838
   456 Abnoba (1900 FH),2.7863061,0.1806011,14.44351,2.2830962,3.289516,4.651054606,39.76,18.281
   458 Hercynia (1900 FK),2.998719145,0.2373344806,12.66896706,2.287019694,3.710418596,5.192923094,38.75,22.3
   459 Signe (1900 FM),2.621541213,0.2087927704,10.29838138,2.07418236,3.168900065,4.244663204,29.32,5.5362
   460 Scania (1900 FN),2.7192154,0.1045689,4.63591,2.43487,3.0035608,4.484082788,21.78,9.56
   462 Eriphyla (1900 FQ),2.8755789,0.0845475,3.19177,2.6324559,3.1187019,4.876364179,35.63,8.64
   463 Lola (1900 FS),2.397510902,0.2209897468,13.54564582,1.867685574,2.927336229,3.712351482,19.97,6.206
   464 Megaira (1901 FV),2.805108576,0.2035898265,10.16709683,2.234017007,3.376200144,4.69821315,74.04,12.726
